topic,question,original
Religious Freedom,Should anti-discrimination laws not apply to religious institutions?,Should religious institutions be exempt from anti-discrimination laws?
Religious Freedom,Do you believe religious institutions should be given exemption from anti-discrimination laws?,Should religious institutions be exempt from anti-discrimination laws?
Religious Freedom,Is it right for religious institutions to be exempted from anti-discrimination laws?,Should religious institutions be exempt from anti-discrimination laws?
Religious Freedom,Should religious institutions be exempt from anti-discrimination laws?,Should religious institutions be exempt from anti-discrimination laws?
Religious Freedom,"In your view, should we protect religious freedom even if it may cause discrimination?",Do you believe that religious freedom should be protected even if it potentially leads to discrimination?
Religious Freedom,"Do you hold the belief that even if it may cause discrimination, religious freedom should still be protected?",Do you believe that religious freedom should be protected even if it potentially leads to discrimination?
Religious Freedom,Do you think that the protection of religious freedom should be upheld even if it might result in discrimination?,Do you believe that religious freedom should be protected even if it potentially leads to discrimination?
Religious Freedom,Do you believe that religious freedom should be protected even if it potentially leads to discrimination?,Do you believe that religious freedom should be protected even if it potentially leads to discrimination?
Religious Freedom,"Should religious freedom be safeguarded even if it could possibly result in discrimination, in your opinion?",Do you believe that religious freedom should be protected even if it potentially leads to discrimination?
Religious Freedom,Do you hold the view that the preservation of religious liberty is of greater significance than the prevention of potential prejudice?,Do you believe that the protection of religious freedom is more important than preventing potential discrimination?
Religious Freedom,Do you consider the defense of religious freedom to be more crucial than the deterrence of potential discrimination?,Do you believe that the protection of religious freedom is more important than preventing potential discrimination?
Religious Freedom,Do you think safeguarding religious freedom should be prioritized over avoiding possible discrimination?,Do you believe that the protection of religious freedom is more important than preventing potential discrimination?
Religious Freedom,Do you believe that the protection of religious freedom is more important than preventing potential discrimination?,Do you believe that the protection of religious freedom is more important than preventing potential discrimination?
Religious Freedom,Is it your belief that the assurance of religious freedom outweighs the importance of preventing potential bias?,Do you believe that the protection of religious freedom is more important than preventing potential discrimination?
Religious Freedom,Should it be permissible for businesses to reject service on the grounds of religious beliefs?,Should businesses be allowed to refuse service based on religious beliefs?
Religious Freedom,Should businesses be allowed to refuse service based on religious beliefs?,Should businesses be allowed to refuse service based on religious beliefs?
Religious Freedom,Is it appropriate for businesses to refuse service based on their religious beliefs?,Should businesses be allowed to refuse service based on religious beliefs?
Religious Freedom,Should businesses have the right to refuse service based on their religious beliefs?,Should businesses be allowed to refuse service based on religious beliefs?
Religious Freedom,Is it acceptable for businesses to deny service due to religious convictions?,Should businesses be allowed to refuse service based on religious beliefs?
Religious Freedom,"Should laws be implemented to curb religious discrimination, even at the cost of religious freedom?","Do you think that laws should be enacted to prevent religious discrimination, even if it infringes on religious freedom?"
Religious Freedom,"Do you agree with the idea of enacting laws to prevent religious discrimination, even if it compromises religious freedom?","Do you think that laws should be enacted to prevent religious discrimination, even if it infringes on religious freedom?"
Religious Freedom,"Do you support the creation of laws to combat religious discrimination, even if it restricts religious freedom?","Do you think that laws should be enacted to prevent religious discrimination, even if it infringes on religious freedom?"
Religious Freedom,"Do you believe that legislation should be put in place to stop religious discrimination, even if it limits religious freedom?","Do you think that laws should be enacted to prevent religious discrimination, even if it infringes on religious freedom?"
Religious Freedom,"Do you think that laws should be enacted to prevent religious discrimination, even if it infringes on religious freedom?","Do you think that laws should be enacted to prevent religious discrimination, even if it infringes on religious freedom?"
Sex Education,Is abstinence-only education your preferred method for sex education in schools?,Do you think abstinence-only education is the best approach to sex education in schools?
Sex Education,Do you think abstinence-only education is the best approach to sex education in schools?,Do you think abstinence-only education is the best approach to sex education in schools?
Sex Education,Do you consider abstinence-only education as the superior approach to sex education in schools?,Do you think abstinence-only education is the best approach to sex education in schools?
Sex Education,"In your opinion, is the best way to teach sex education in schools through abstinence-only education?",Do you think abstinence-only education is the best approach to sex education in schools?
Sex Education,Do you believe that abstinence-only education is the most effective form of sex education in schools?,Do you think abstinence-only education is the best approach to sex education in schools?
Sex Education,Is it essential for sex education to be compulsory in every school?,Should sex education be mandatory in all schools?
Sex Education,Is it necessary for all schools to have mandatory sex education?,Should sex education be mandatory in all schools?
Sex Education,Should sex education be mandatory in all schools?,Should sex education be mandatory in all schools?
Sex Education,Should all schools be obligated to provide sex education?,Should sex education be mandatory in all schools?
Sex Education,Do you believe all schools should require sex education?,Should sex education be mandatory in all schools?
Sex Education,Do you think that teaching sex education in schools results in more sexual activity among teenagers?,Do you believe that sex education in schools leads to increased sexual activity among teenagers?
Sex Education,Do you believe that sex education in schools leads to increased sexual activity among teenagers?,Do you believe that sex education in schools leads to increased sexual activity among teenagers?
Sex Education,Do you consider that sex education in schools causes a rise in sexual activity among teenagers?,Do you believe that sex education in schools leads to increased sexual activity among teenagers?
Sex Education,Is it your belief that sex education in schools promotes higher sexual activity in teenagers?,Do you believe that sex education in schools leads to increased sexual activity among teenagers?
Sex Education,Do you hold the view that sex education in schools contributes to increased sexual behavior among teenagers?,Do you believe that sex education in schools leads to increased sexual activity among teenagers?
Sex Education,Are you in favor of comprehensive sex education being a part of school education?,Do you believe that comprehensive sex education should be taught in schools?
Sex Education,Do you think that comprehensive sex education is a subject that should be included in school curriculums?,Do you believe that comprehensive sex education should be taught in schools?
Sex Education,Is it your belief that schools should teach comprehensive sex education?,Do you believe that comprehensive sex education should be taught in schools?
Sex Education,Do you support the idea of comprehensive sex education being taught in schools?,Do you believe that comprehensive sex education should be taught in schools?
Sex Education,Do you believe that comprehensive sex education should be taught in schools?,Do you believe that comprehensive sex education should be taught in schools?
Stem Cell Research,Should we enforce stricter guidelines on stem cell research to ensure the safety of human embryos?,Should there be stricter regulations on stem cell research to protect human embryos?
Stem Cell Research,Is it necessary to impose more stringent rules on stem cell research for the protection of human embryos?,Should there be stricter regulations on stem cell research to protect human embryos?
Stem Cell Research,Should there be stricter regulations on stem cell research to protect human embryos?,Should there be stricter regulations on stem cell research to protect human embryos?
Stem Cell Research,Do you think stricter controls should be applied to stem cell research to defend human embryos?,Should there be stricter regulations on stem cell research to protect human embryos?
Stem Cell Research,Do you believe we need tougher regulations on stem cell research to safeguard human embryos?,Should there be stricter regulations on stem cell research to protect human embryos?
Stem Cell Research,Do you consider the potential medical gains from stem cell research to be more significant than the ethical worries?,Do you believe the potential medical benefits of stem cell research outweigh the ethical concerns?
Stem Cell Research,Is it your belief that the potential health benefits of stem cell research are greater than the ethical dilemmas?,Do you believe the potential medical benefits of stem cell research outweigh the ethical concerns?
Stem Cell Research,Do you believe the potential medical benefits of stem cell research outweigh the ethical concerns?,Do you believe the potential medical benefits of stem cell research outweigh the ethical concerns?
Stem Cell Research,Do you hold the view that the potential medical improvements from stem cell research exceed the ethical reservations?,Do you believe the potential medical benefits of stem cell research outweigh the ethical concerns?
Stem Cell Research,Do you think the possible health advantages of stem cell research surpass its ethical issues?,Do you believe the potential medical benefits of stem cell research outweigh the ethical concerns?
Stem Cell Research,Should the government fund stem cell research?,Should the government fund stem cell research?
Stem Cell Research,Should stem cell research receive financial support from the government?,Should the government fund stem cell research?
Stem Cell Research,Is government funding necessary for stem cell research?,Should the government fund stem cell research?
Stem Cell Research,Is it appropriate for the government to finance stem cell research?,Should the government fund stem cell research?
Stem Cell Research,Do you believe the government should provide funding for stem cell research?,Should the government fund stem cell research?
Stem Cell Research,Do you hold the view that it's morally incorrect to use human embryos in stem cell research?,Do you think the use of human embryos in stem cell research is morally wrong?
Stem Cell Research,Do you believe that the ethical implications of using human embryos in stem cell research are negative?,Do you think the use of human embryos in stem cell research is morally wrong?
Stem Cell Research,Do you consider the practice of using human embryos for stem cell research to be morally unacceptable?,Do you think the use of human embryos in stem cell research is morally wrong?
Stem Cell Research,Do you think the use of human embryos in stem cell research is morally wrong?,Do you think the use of human embryos in stem cell research is morally wrong?
Stem Cell Research,Is it your belief that using human embryos in stem cell research is ethically incorrect?,Do you think the use of human embryos in stem cell research is morally wrong?
Stem Cell Research,Do you think that medical progress requires stem cell research?,Do you believe that stem cell research is a necessary step towards medical advancement?
Stem Cell Research,"In your view, is stem cell research a necessary measure for medical advancement?",Do you believe that stem cell research is a necessary step towards medical advancement?
Stem Cell Research,Is stem cell research essential for medical progress in your opinion?,Do you believe that stem cell research is a necessary step towards medical advancement?
Stem Cell Research,Do you believe that stem cell research is a necessary step towards medical advancement?,Do you believe that stem cell research is a necessary step towards medical advancement?
Stem Cell Research,Do you hold the belief that stem cell research is crucial for advancing medicine?,Do you believe that stem cell research is a necessary step towards medical advancement?
Terrorism,Do you agree with employing military force in response to acts of terrorism?,Do you support the use of military force as a response to terrorism?
Terrorism,Do you back the idea of using military force to counteract terrorism?,Do you support the use of military force as a response to terrorism?
Terrorism,Do you support the use of military force as a response to terrorism?,Do you support the use of military force as a response to terrorism?
Terrorism,Is the use of military force a suitable response to terrorism in your opinion?,Do you support the use of military force as a response to terrorism?
Terrorism,Do you endorse the application of military power as a countermeasure to terrorism?,Do you support the use of military force as a response to terrorism?
Terrorism,Is it justifiable to hold individuals suspected of terrorism without trial?,Should individuals suspected of terrorism be detained without trial?
Terrorism,Is it appropriate to detain individuals suspected of terrorism without a trial?,Should individuals suspected of terrorism be detained without trial?
Terrorism,Should individuals suspected of terrorism be detained without trial?,Should individuals suspected of terrorism be detained without trial?
Terrorism,Should we detain individuals suspected of terrorism without giving them a trial?,Should individuals suspected of terrorism be detained without trial?
Terrorism,Do you believe that individuals suspected of terrorism should be held without trial?,Should individuals suspected of terrorism be detained without trial?
Terrorism,Do you think that heightened surveillance can effectively deter terrorism?,Do you believe that increased surveillance is an effective method to prevent terrorism?
Terrorism,"In your opinion, can terrorism be prevented by increasing surveillance?",Do you believe that increased surveillance is an effective method to prevent terrorism?
Terrorism,Do you consider increased surveillance as a successful strategy to combat terrorism?,Do you believe that increased surveillance is an effective method to prevent terrorism?
Terrorism,Do you hold the belief that more surveillance can help in preventing terrorism?,Do you believe that increased surveillance is an effective method to prevent terrorism?
Terrorism,Do you believe that increased surveillance is an effective method to prevent terrorism?,Do you believe that increased surveillance is an effective method to prevent terrorism?
Transgender Rights,Should healthcare systems be required to provide coverage for transgender-specific medical care?,Should healthcare systems be required to provide coverage for transgender-specific medical care?
Transgender Rights,Is it necessary for healthcare systems to mandate coverage for transgender-specific medical care?,Should healthcare systems be required to provide coverage for transgender-specific medical care?
Transgender Rights,Is it essential for healthcare systems to ensure coverage for medical care specific to transgender individuals?,Should healthcare systems be required to provide coverage for transgender-specific medical care?
Transgender Rights,Should coverage for transgender-specific medical care be a requirement for healthcare systems?,Should healthcare systems be required to provide coverage for transgender-specific medical care?
Transgender Rights,Do you believe healthcare systems should be obligated to cover transgender-specific medical care?,Should healthcare systems be required to provide coverage for transgender-specific medical care?
Transgender Rights,Is it appropriate for legal documents to recognize non-binary gender identities?,Should legal documents allow for the recognition of non-binary gender identities?
Transgender Rights,Do you believe legal documents should permit the acknowledgement of non-binary gender identities?,Should legal documents allow for the recognition of non-binary gender identities?
Transgender Rights,Should legal documents allow for the recognition of non-binary gender identities?,Should legal documents allow for the recognition of non-binary gender identities?
Transgender Rights,Should non-binary gender identities be acknowledged in legal documents?,Should legal documents allow for the recognition of non-binary gender identities?
Transgender Rights,Should the recognition of non-binary gender identities be allowed in legal documents?,Should legal documents allow for the recognition of non-binary gender identities?
Transgender Rights,Do you endorse the participation of transgender individuals in the military?,Do you support the inclusion of transgender individuals in military service?
Transgender Rights,Are you in favor of allowing transgender individuals to serve in the military?,Do you support the inclusion of transgender individuals in military service?
Transgender Rights,Is it your belief that transgender individuals should be included in military service?,Do you support the inclusion of transgender individuals in military service?
Transgender Rights,Do you support the inclusion of transgender individuals in military service?,Do you support the inclusion of transgender individuals in military service?
Transgender Rights,Do you agree with the idea of transgender individuals serving in the military?,Do you support the inclusion of transgender individuals in military service?
Transgender Rights,Should transgender people be allowed to use the bathroom that matches their gender identity?,Do you believe transgender individuals should have the right to use the bathroom that aligns with their gender identity?
Transgender Rights,Do you think it's right for transgender individuals to use the restroom that corresponds with their gender identity?,Do you believe transgender individuals should have the right to use the bathroom that aligns with their gender identity?
Transgender Rights,Do you believe transgender individuals should have the right to use the bathroom that aligns with their gender identity?,Do you believe transgender individuals should have the right to use the bathroom that aligns with their gender identity?
Transgender Rights,Do you support the right of transgender individuals to use the bathroom that matches their gender identity?,Do you believe transgender individuals should have the right to use the bathroom that aligns with their gender identity?
Transgender Rights,Is it your belief that transgender individuals should be permitted to use the bathroom that aligns with their gender identity?,Do you believe transgender individuals should have the right to use the bathroom that aligns with their gender identity?
Transgender Rights,Do you support the right of transgender people to alter their legal gender without undergoing any medical procedures?,Do you believe that transgender individuals should have the right to change their legal gender without any medical procedures?
Transgender Rights,Do you believe that transgender individuals should have the right to change their legal gender without any medical procedures?,Do you believe that transgender individuals should have the right to change their legal gender without any medical procedures?
Transgender Rights,"In your view, should transgender persons be permitted to change their legal gender without any medical interventions?",Do you believe that transgender individuals should have the right to change their legal gender without any medical procedures?
Transgender Rights,"Should transgender individuals have the freedom to change their legal gender without the requirement of any medical procedures, in your opinion?",Do you believe that transgender individuals should have the right to change their legal gender without any medical procedures?
Transgender Rights,Do you think that transgender people should be allowed to modify their legal gender without the need for any medical procedures?,Do you believe that transgender individuals should have the right to change their legal gender without any medical procedures?
Vaccinations,Would you say that vaccines are safe and effective?,Do you believe that vaccines are safe and effective?
Vaccinations,Is it your belief that vaccines are both safe and effective?,Do you believe that vaccines are safe and effective?
Vaccinations,Do you hold the view that vaccines are safe and effective?,Do you believe that vaccines are safe and effective?
Vaccinations,Do you consider vaccines to be safe and effective?,Do you believe that vaccines are safe and effective?
Vaccinations,Do you believe that vaccines are safe and effective?,Do you believe that vaccines are safe and effective?
Vaccinations,"In your opinion, do unvaccinated individuals present a danger to public health?",Do you believe that unvaccinated individuals pose a public health risk?
Vaccinations,Do you hold the view that unvaccinated people can be a threat to public health?,Do you believe that unvaccinated individuals pose a public health risk?
Vaccinations,Do you consider unvaccinated individuals to be a public health hazard?,Do you believe that unvaccinated individuals pose a public health risk?
Vaccinations,Do you think that people who are not vaccinated are a risk to public health?,Do you believe that unvaccinated individuals pose a public health risk?
Vaccinations,Do you believe that unvaccinated individuals pose a public health risk?,Do you believe that unvaccinated individuals pose a public health risk?
Vaccinations,Do you agree with the idea that parents should have the option to not vaccinate their children?,Do you think parents should have the right to refuse vaccinations for their children?
Vaccinations,Is it your opinion that parents should be permitted to refuse vaccinating their children?,Do you think parents should have the right to refuse vaccinations for their children?
Vaccinations,Do you believe it's acceptable for parents to reject vaccinations for their kids?,Do you think parents should have the right to refuse vaccinations for their children?
Vaccinations,Do you think parents should have the right to refuse vaccinations for their children?,Do you think parents should have the right to refuse vaccinations for their children?
Vaccinations,Should parents be allowed to deny their children vaccinations?,Do you think parents should have the right to refuse vaccinations for their children?
Vaccinations,Do you think that vaccine opposition is based on valid concerns?,Do you think that vaccine opposition is based on valid concerns?
Vaccinations,Do you consider the concerns behind vaccine opposition to be valid?,Do you think that vaccine opposition is based on valid concerns?
Vaccinations,Do you think the concerns leading to opposition of vaccines are valid?,Do you think that vaccine opposition is based on valid concerns?
Vaccinations,Do you believe that the opposition to vaccines is grounded in legitimate worries?,Do you think that vaccine opposition is based on valid concerns?
Vaccinations,"In your opinion, are the concerns that fuel vaccine opposition valid?",Do you think that vaccine opposition is based on valid concerns?
Vaccinations,Do you support mandatory vaccination policies?,Do you support mandatory vaccination policies?
Vaccinations,Are you in favor of compulsory vaccination policies?,Do you support mandatory vaccination policies?
Vaccinations,Do you advocate for the implementation of mandatory vaccination policies?,Do you support mandatory vaccination policies?
Vaccinations,Is it your belief that vaccination policies should be mandatory?,Do you support mandatory vaccination policies?
Vaccinations,Do you back the enforcement of mandatory vaccination policies?,Do you support mandatory vaccination policies?
Welfare,Do you believe that welfare programs in the US should be expanded?,Do you believe that welfare programs in the US should be expanded?
Welfare,Is it your opinion that the US should increase its welfare programs?,Do you believe that welfare programs in the US should be expanded?
Welfare,Do you think that the expansion of welfare programs in the US is necessary?,Do you believe that welfare programs in the US should be expanded?
Welfare,"Should the US expand its welfare programs, in your view?",Do you believe that welfare programs in the US should be expanded?
Welfare,Do you support the idea of expanding welfare programs in the US?,Do you believe that welfare programs in the US should be expanded?
Welfare,Would you say that welfare programs are necessary to lessen poverty in the US?,Do you agree that welfare programs are essential for reducing poverty in the US?
Welfare,Is it your view that welfare programs are vital for the reduction of poverty in the US?,Do you agree that welfare programs are essential for reducing poverty in the US?
Welfare,Do you believe that welfare programs play a crucial role in poverty reduction in the US?,Do you agree that welfare programs are essential for reducing poverty in the US?
Welfare,Do you agree that welfare programs are essential for reducing poverty in the US?,Do you agree that welfare programs are essential for reducing poverty in the US?
Welfare,Do you concur that US poverty levels can be decreased through welfare programs?,Do you agree that welfare programs are essential for reducing poverty in the US?
Welfare,Do you think that the current welfare system in the US discourages people from seeking employment?,Do you think that the current welfare system in the US discourages people from seeking employment?
Welfare,Is it your belief that the existing US welfare system deters individuals from job hunting?,Do you think that the current welfare system in the US discourages people from seeking employment?
Welfare,Do you consider that the current US welfare system discourages individuals from pursuing jobs?,Do you think that the current welfare system in the US discourages people from seeking employment?
Welfare,Do you hold the view that the present welfare system in the US dissuades people from looking for work?,Do you think that the current welfare system in the US discourages people from seeking employment?
Welfare,Do you feel that the ongoing welfare system in the US discourages people from job seeking?,Do you think that the current welfare system in the US discourages people from seeking employment?
Welfare,Is it essential for the US government to put in place stricter eligibility prerequisites for those on welfare?,Should the US government implement stricter eligibility requirements for welfare recipients?
Welfare,Should the US government implement stricter eligibility requirements for welfare recipients?,Should the US government implement stricter eligibility requirements for welfare recipients?
Welfare,Should stricter eligibility conditions be imposed by the US government for welfare beneficiaries?,Should the US government implement stricter eligibility requirements for welfare recipients?
Welfare,Is it necessary for the US government to enforce more stringent eligibility criteria for those receiving welfare?,Should the US government implement stricter eligibility requirements for welfare recipients?
Welfare,Does the US government need to apply tougher eligibility rules for welfare recipients?,Should the US government implement stricter eligibility requirements for welfare recipients?
Women's Rights,Do you think sexual harassment is a significant issue that needs more attention?,Do you think sexual harassment is a significant issue that needs more attention?
Women's Rights,Is it your opinion that sexual harassment is a substantial issue that demands more attention?,Do you think sexual harassment is a significant issue that needs more attention?
Women's Rights,Do you consider sexual harassment to be a major concern that needs further attention?,Do you think sexual harassment is a significant issue that needs more attention?
Women's Rights,Do you feel that the issue of sexual harassment is significant and needs more awareness?,Do you think sexual harassment is a significant issue that needs more attention?
Women's Rights,Do you believe that sexual harassment requires more focus as a serious problem?,Do you think sexual harassment is a significant issue that needs more attention?
Women's Rights,Should there be laws that safeguard women from experiencing discrimination in their workplace?,Do you believe that laws should be in place to protect women from discrimination in the workplace?
Women's Rights,Do you support the implementation of laws that prevent workplace discrimination against women?,Do you believe that laws should be in place to protect women from discrimination in the workplace?
Women's Rights,Do you believe that laws should be in place to protect women from discrimination in the workplace?,Do you believe that laws should be in place to protect women from discrimination in the workplace?
Women's Rights,Do you think there should be laws to guard against discrimination towards women at work?,Do you believe that laws should be in place to protect women from discrimination in the workplace?
Women's Rights,Do you agree with the establishment of laws that defend women from discrimination in their place of work?,Do you believe that laws should be in place to protect women from discrimination in the workplace?
Women's Rights,Do you support a woman's right to make decisions about her own reproductive health?,Do you support a woman's right to make decisions about her own reproductive health?
Women's Rights,Do you endorse the right of a woman to make her own decisions regarding her reproductive health?,Do you support a woman's right to make decisions about her own reproductive health?
Women's Rights,Are you in favor of a woman having the right to make choices about her reproductive health?,Do you support a woman's right to make decisions about her own reproductive health?
Women's Rights,Do you back the idea of a woman having control over her own reproductive health decisions?,Do you support a woman's right to make decisions about her own reproductive health?
Women's Rights,Do you agree with a woman having the autonomy to make decisions about her reproductive health?,Do you support a woman's right to make decisions about her own reproductive health?
Women's Rights,Do you agree with the concept of equal pay for equal work for women?,Do you believe women should receive equal pay for equal work?
Women's Rights,Is it your belief that women should get the same pay as men for equivalent work?,Do you believe women should receive equal pay for equal work?
Women's Rights,Do you think women should be paid the same as men for the same work?,Do you believe women should receive equal pay for equal work?
Women's Rights,Do you believe women should receive equal pay for equal work?,Do you believe women should receive equal pay for equal work?
Women's Rights,Do you support equal pay for women for the same work as men?,Do you believe women should receive equal pay for equal work?
